7e127712-45b4-11e7-a80b-005056812a5f,1,1,0,RENAULT,2,550,
e0cffe7f-460c-11e7-a80b-005056812a5f,1,1,0,Mitsubishi,1,822,
32a075c1-45e6-11e7-a80b-005056812a5f,1,1,0,Volvo,3,1200,
